date [mm-dd-yyyy]; recording company; matrix number; title; artist(s)
10-29-1927; Victor; XVE-01185; Tiet dinh sang chinh tay luc le hue than; Bay Loi ; Bay Mao ; Tu Nguu
10-29-1927; Victor; XVE-01186; Tiet dinh sang chinh tay luc le hue than; Bay Loi ; Bay Mao ; Tu Nguu
10-29-1927; Victor; XVE-01187; Tiet dinh sang chinh tay luc le hue than; Bay Loi ; Bay Mao ; Tu Nguu
10-29-1927; Columbia; 144924; Blue baby (Why are you blue); Newport Society Orchestra
10-29-1927; Columbia; 144925; My New York; The Harmonians [Selvin's Orchestra]
10-29-1927; Columbia; 144926; I told them all about you; The Harmonians [Selvin's Orchestra]
10-29-1927; Columbia; W144927; Somebody lied about me; Columbians ; Elliott Shaw
10-29-1927; Columbia; W144928; Eyes that love; Elliott Shaw ; The Sterling Orchestra
10-29-1927; Columbia; W144929; Rose of the lane; Columbians ; Elliott Shaw
10-29-1927; Okeh; W81557; My lady; Markel's Orchestra
10-29-1927; Okeh; W81558; Manhattan Mary; Mike Markel's Orchestra
10-29-1927; Brunswick; E24969-E24971; The birthday of a King; Collegiate Choir
10-29-1927; Brunswick; E24972-E24974; Christmas carols; Collegiate Choir
10-29-1927; Edison; 11994; Try and get a kiss from Fifi; Will Donaldson ; J. Donald Parker
10-29-1927; Edison; 11995; They're smiling all over and all over me; Will Donaldson ; J. Donald Parker
10-29-1927; Gennett; 13185; Where the cot-cot-cotton grows; The Monitor Boys of Crosley Radio WLW
10-29-1927; Gennett; 13186; Comin thru the rye; Lydia Cleary Dozier ; Mrs. Fred Smith
10-29-1927; Gennett; 13187; A kiss in the dark; Lydia Cleary Dozier ; Fred Roehr
10-29-1927; Gennett; 13188; Gee! But I'm lonesome to-night; The Monitor Boys of Crosley Radio WLW
10-29-1927; Columbia (U.K.); WBX172; Preludio atto IV; Grande Orchestra Sinfonica di Milano
10-29-1927; Columbia (U.K.); WBX173; Dance of the waves; Lorenzo Molajoli ; Teatro alla Scala Orchestra
10-30-1927; Victor; BVE-31194; Somewhere a voice is calling; Jesse Crawford
10-30-1927; Victor; BVE-40800; Just a memory; Jesse Crawford
10-30-1927; Victor; XVE-01188; Tiet dinh sang chinh tay luc le hue than; Bay Loi ; Bay Mao ; Tu Nguu
10-30-1927; Victor; XVE-01189; Tiet dinh sang chinh tay luc le hue than; Bay Loi ; Bay Mao ; Tu Nguu
10-30-1927; Victor; XVE-01190; Tiet dinh sang chinh tay luc le hue than; Bay Loi ; Bay Mao ; Tu Nguu
10-30-1927; Victor; [Trial 1927-10-30-01]; Gotta know how to love 'em; Jimmie Johnson
10-30-1927; Columbia; W144930; My New York; Mal Hallett Orchestra ; Frankie Marvin
10-30-1927; Columbia; W144931; Oh, gee! Jennie; Mal Hallett Orchestra
10-30-1927; Columbia; W144932; The sunrise (Will bring another day for you); Frank Harris ; Mal Hallett Orchestra
10-30-1927; Columbia; W144933; The beggar; Frank Harris ; Mal Hallett Orchestra
00-00-1927; Columbia; W100292; Kalmadi artik; Turkish performer(s) (unidentified; Columbia Records)
00-00-1927; Columbia; W100305; Sen bou yerden gideli; Hafiz Kemal Bey ; Selaheddin Bey
00-00-1927; Columbia; W100310; Rast saz semaissi; Turkish instrumental ensemble (unidentified; Columbia Records)
00-00-1927; Columbia (U.K.); W22028; Soultani jegish saz semaissi; Turkish instrumental ensemble (unidentified; Columbia Records)
00-00-1927; Columbia (U.K.); W22080; Aidin zeibek; Turkish instrumental ensemble (unidentified; Columbia Records)
10-31-1927; Victor; CVE-11909; Songs of Ireland; Victor Mixed Chorus
10-31-1927; Victor; CVE-12116; Songs of Scotland; Victor Mixed Chorus
10-31-1927; Victor; BVE-31193; Serenade; Jesse Crawford
10-31-1927; Victor; BVE-40527; Hawaiian nights; Hilo Hawaiian Orchestra
10-31-1927; Victor; BVE-40528; Aloma; Hilo Hawaiian Orchestra
10-31-1927; Victor; BVE-40801; La borrachita; Jesse Crawford
10-31-1927; Victor; BVE-40802; Amapola; Jesse Crawford
10-31-1927; Victor; BVE-40803; Humoresque; Jesse Crawford
10-31-1927; Victor; BVE-40804; A dream; Jesse Crawford
10-31-1927; Victor; XVE-01191; Tiet dinh sang chinh tay luc le hue than; Bay Loi ; Bay Mao ; Tu Nguu
10-31-1927; Victor; XVE-01192; Tiet dinh sang bi xu tram; Ba Sen ; Bay Loi ; Hai Long
10-31-1927; Victor; XVE-01195; Tiet dinn sang bi xu tram; Ba Sen ; Bay Loi ; Hai Long
10-31-1927; Victor; XVE-01196; Tiet dinh sang chinh tay luc le hue than; Bay Loi ; Bay Mao ; Tu Nguu
10-31-1927; Victor; [Trial 1927-10-31-01]; Cobble stones; Joseph H. Santly
10-31-1927; Victor; [Trial 1927-10-31-02]; Nigun; Harry Fratkin
10-31-1927; Victor; [Trial 1927-10-31-03]; Black and white : Stanza 1; Sad and Happy
10-31-1927; Victor; [Trial 1927-10-31-04]; Black and white : Stanza 2; Sad and Happy
10-31-1927; Columbia; W144934; I live, I die for you!; Columbians ; Billy Naken
10-31-1927; Columbia; W144935; I've been dreaming of a little girl like you; Columbians
10-31-1927; Columbia; W145043; Red Wing; Riley Puckett
10-31-1927; Columbia; W145044; I'm going where the chilly winds don't blow; Riley Puckett
10-31-1927; Columbia; W145045; Come be my rainbow; Riley Puckett
10-31-1927; Columbia; W145046; Mr. Dooley; Fate Norris ; Gid Tanner
10-31-1927; Columbia; W145047; Old McDonald had a farm; Clayton McMichen ; Riley Puckett ; Skillet Lickers ; Gid Tanner
10-31-1927; Columbia; W145048; Bile them cabbage down; Clayton McMichen ; Riley Puckett ; Skillet Lickers ; Gid Tanner
10-31-1927; Columbia; W145049; Big ball in town; Clayton McMichen ; Riley Puckett ; Skillet Lickers ; Gid Tanner
10-31-1927; Columbia; W145050; It's a long way to Tipperary; Clayton McMichen ; Riley Puckett ; Skillet Lickers ; Gid Tanner
10-31-1927; Columbia; W145051; Home brew rag; North Georgians ; Lowe Stokes
10-31-1927; Columbia; W145052; Unexplained blues; North Georgians ; Lowe Stokes
10-31-1927; Columbia; W145053; Buckin' mule; Clayton McMichen ; Riley Puckett ; Skillet Lickers ; Gid Tanner
10-31-1927; Columbia; W145054; Uncle Bud; Clayton McMichen ; Riley Puckett ; Skillet Lickers ; Gid Tanner
10-31-1927; Columbia; W145055; Polly wolly doodle; Skillet Lickers
10-00-1927; Columbia; W83054; La flor del café : Vals, part 1; Marimba Hurtado Hermanos
10-00-1927; Columbia; W83055; La flor del café : Vals, part 2; Marimba Hurtado Hermanos
10-00-1927; Columbia; W83056; Mujeres de Berlin : Vals, part 1; Marimba Hurtado Hermanos
10-00-1927; Columbia; W83057; Mujeres de Berlin : Vals, part 2; Marimba Hurtado Hermanos
10-00-1927; Columbia; W95930; Canillita; Joseph M. Lacalle ; Lacalle's Tango Orchestra
10-00-1927; Columbia; W95934; Fernanda : Son; Sexteto Nacional
10-00-1927; Columbia; W95935; Ésas no son cubanas; Sexteto Nacional
10-00-1927; Columbia; W95936; Bu bu rum barará : Son; Sexteto Nacional
10-00-1927; Columbia; W95937; Cubaneo; Sexteto Nacional
10-00-1927; Columbia; W95938; Errante por el mundo voy : Son; Sexteto Nacional
10-00-1927; Columbia; W95939; Rosa roja : Son; Sexteto Nacional
10-00-1927; Columbia; W95940; El rey de los bongoseros; Sexteto Nacional
10-00-1927; Columbia; W95941; No hagan ruido : Son; Sexteto Nacional
10-00-1927; Columbia; W95942; Las cuatro palomas : Son; Sexteto Nacional
10-00-1927; Columbia; W95943; Pobrecita loca : Son; Sexteto Nacional
10-00-1927; Columbia; W95944; Contestación a Aurora : Son; Sexteto Nacional
10-00-1927; Columbia; W95945; Sube y baja : Son; Sexteto Nacional
10-00-1927; Columbia; W95946; Reliquias de amor : Son; Sexteto Nacional
10-00-1927; Columbia; W95947; Por un beso de tu boca; Sexteto Nacional
10-00-1927; Columbia; W95948; Fuga de amor : Son; Sexteto Nacional
10-00-1927; Columbia; W95949; Virulilla, virulilla; Sexteto Nacional
10-00-1927; Columbia; W95950; Mamá se quema la maya; Sexteto Nacional
10-00-1927; Columbia; W95951; Que no se queme la habana : Son; Sexteto Nacional
10-00-1927; Columbia; W95952; Regalo mi corazón : Son; Sexteto Nacional
10-00-1927; Columbia; W95953; Has perdido mi amor : Son; Sexteto Nacional
10-00-1927; Columbia; W95954; Los inditos : Zapateado; Marimba Hurtado Hermanos
10-00-1927; Columbia; W95955; A media luz : Tango; Marimba Hurtado Hermanos
10-00-1927; Columbia; W95956; La calesera; Joseph M. Lacalle ; Orquesta del Maestro Lacalle
10-00-1927; Columbia; W95959; Cuando se aleja la tarde : Bolero; Cruz, Bienvenido y Villalon
10-00-1927; Columbia; W95961; Indio obón abacuá : Clave ñañiga; Cruz y León
10-00-1927; Columbia; W95962; La condesa Maritza; Joseph M. Lacalle ; Orquesta del Maestro Lacalle
10-00-1927; Columbia; W95963; Currito de la Cruz; Orquesta del Maestro Lacalle
10-00-1927; Columbia; W95964; ¡¡En la boca, no!!; Joseph M. Lacalle ; Orquesta del Maestro Lacalle
10-00-1927; Columbia; W95967; Dí si me quieres : Clave; Juan De la Cruz ; Bienvenido León
10-00-1927; Columbia; W95969; Rosa roja : Canción; Cruz, Bienvenido y Villalon
10-00-1927; Columbia; W95975; Tardes del ritz; Joseph M. Lacalle ; Orquesta del Maestro Lacalle
10-00-1927; Columbia; W95979; Marina : Dúo final del tercer acto; Dolores Cassinelli
10-00-1927; Columbia; W95980; Flores de mayo : Bolero; Cruz, Bienvenido y Villalon
10-00-1927; Columbia; W95981; Mersé : Bolero; Cruz y León
10-00-1927; Columbia; W95984; Si comprendieras...!; Daniel Manso ; Julián Mario Oliver
10-00-1927; Columbia; W95994; Borrachales; Gomez y Fierro
10-00-1927; Columbia; W95999; Nostalgia : Tango; Orquesta del Maestro Lacalle
00-00-1927; Columbia; W108327; Una notte in gondola; Madelaine DeMichele ; John Pezzolo
00-00-1927; Columbia; W108328; I milioni d'arlecchino; Madelaine DeMichele ; John Pezzolo
00-00-1927; Columbia; W108329; Fiorentino in campagna; Madelaine DeMichele ; John Pezzolo
10-00-1927; Columbia; W108361; Francuzskaya polka; Krestyanskyj Orkestr
10-00-1927; Columbia; W108366; La ricciolina; Nullo Romani
10-00-1927; Columbia; W108367; Tra le palme; Nullo Romani
10-00-1927; Columbia; W108368; Proposta d'amore; Nullo Romani
10-00-1927; Columbia; W108369; La scherzosa; Nullo Romani
10-00-1927; Columbia; W108370; The old side car; John Griffin
10-00-1927; Columbia; W108371; My Kerry colleen; John Griffin
10-00-1927; Columbia; W108372; The old country party; John Griffin
10-00-1927; Columbia; W108373; Oh, where is Kathleen; John Griffin
10-00-1927; Columbia; W108374; Was macht der Maier am Himalaya?; Manhattan Quartet
10-00-1927; Columbia; W108375; Wo sind deine Haare, August?; Manhattan Quartet
10-00-1927; Columbia; W108376; Vilja; Saima Laurila-Newland
10-00-1927; Columbia; W108377; Tuomien valkoiset tertut; Saima Laurila-Newland
10-00-1927; Columbia; W108378; Paimenpoika; Ida Lovardi
10-00-1927; Columbia; W108379; Antti tanssitti mua; Ida Lovardi
10-00-1927; Columbia; W108382; I͡Ak i͡a dobravsa do Ameryky (Як я добравса до Америки); Mykola Danczenko
10-00-1927; Columbia; W108383; Potpuri Ukrain′kikh pisen′ (Потпурі Украінькіх пісень); Mykola Danczenko
10-00-1927; Columbia; W108384; 'M 'bracci 'a mme; Raffaele Balsamo
10-00-1927; Columbia; W108385; Signornò; Raffaele Balsamo
10-00-1927; Columbia; W108386; Serenata sfrantummata; Giuseppe De Laurentiis
10-00-1927; Columbia; W108387; Tarofiè; Giuseppe De Laurentiis
10-00-1927; Columbia; W108388; Russkīĭ kazachekʺ (Русскій казачекъ); Krestyanskyj Orkestr ; Konstantin Sadovnik
10-00-1927; Columbia; W108389; Krakowiaki; Krestyanskyj Orkestr
10-00-1927; Columbia; W108390; Russkīĭ trepakʺ (Русскій трепакъ); Krestyanskyj Orkestr ; Konstantin Sadovnik
10-00-1927; Columbia; W108391; Malenky barabanshtchik; Krestyanskyj Orkestr
10-00-1927; Columbia; W108392; La saldarella; Aristide Sigismondi
10-00-1927; Columbia; W108393; [untraced]; Aristide Sigismondi
10-00-1927; Columbia; W108394; Tarandedde pe' tutte; Rapanaro e Compagnia
10-00-1927; Columbia; W108395; La serenata di Minguccio; Rapanaro e Compagnia
10-00-1927; Columbia; W108396; L'amore dei gatti; Eugenio Cocciola
10-00-1927; Columbia; W108397; Cose di novita; G. Vestuto
10-00-1927; Columbia; W108399; Après un rêve; Arthur Michaud
10-00-1927; Columbia; W108400; Élégie; Arthur Michaud
10-00-1927; Columbia; W108401; Ronfleuse gobeil; Baromie Bernaquez ; Wellie Ringuette
10-00-1927; Columbia; W108402; Valse joyeuse; Baromie Bernaquez ; Wellie Ringuette
10-00-1927; Columbia; W108403; Sérénade; Arthur Michaud
10-00-1927; Columbia; W108404; L'angélus; Arthur Michaud
10-00-1927; Columbia; W108405; Si vous l'aviez compris; Arthur Michaud
10-00-1927; Columbia; W108407; Pour un baiser; Arthur Michaud
10-00-1927; Columbia; W108408; Quadrille lanciers, part 1: La ronde des lutins; Baromie Bernaquez ; Wellie Ringuette
10-00-1927; Columbia; W108409; Quadrille lanciers, part 2: Petit nauire; Baromie Bernaquez ; Wellie Ringuette
10-00-1927; Columbia; W108410; Le loup garou : Quadrille, part 1; Baromie Bernaquez ; Wellie Ringuette
10-00-1927; Columbia; W108411; Le loup garou : Quadrille, part 2; Baromie Bernaquez ; Wellie Ringuette
10-00-1927; Columbia; W108412; Le loup garou : Quadrille, part 3; Baromie Bernaquez ; Wellie Ringuette
10-00-1927; Columbia; W108413; Le loup garou : Quadrille, part 4; Baromie Bernaquez ; Wellie Ringuette
10-00-1927; Columbia; W108414; Sonja; Hannes Saari ; Trio Finnish Program Society Orchestra, New York
10-00-1927; Columbia; W108415; Raatajan serenaadi; Hannes Saari ; Trio Finnish Program Society Orchestra, New York
10-00-1927; Columbia; W108416; Oi mistä saataisiin; Antti Kosolan Trio ; Hannes Saari
10-00-1927; Columbia; W108417; Saukkosen avioero; Antti Kosolan Trio ; Hannes Saari
10-00-1927; Columbia; W108431; Johnny, I hardly knew you; Shaun O'Nolan
10-00-1927; Columbia; W108432; The Irish fiddler; Shaun O'Nolan
10-00-1927; Columbia; W108433; Lantry Larry; Shaun O'Nolan
10-00-1927; Columbia; W108436; The Enniskillen dragoon; Shaun O'Nolan
10-00-1927; Columbia; W108437; My rose of Killarney; Shaun O'Nolan
10-00-1927; Columbia; W108438; My Galway colleen; Shaun O'Nolan
10-00-1927; Columbia; W108439; United Ireland; Shaun O'Nolan
10-00-1927; Columbia; W108440; Ceoch O'Leary; Shaun O'Nolan
10-00-1927; Columbia; W108441; Ihr mame's chupeh kleid, fun "Ihr mame's chupeh kleid"; Jennie Goldstein
10-00-1927; Columbia; W108442; Alein auf der velt, fun "Noch zechtzehn yohr"; Jennie Goldstein
10-00-1927; Columbia; W108443; Valzer dell'allegria; I Quattro Siciliani
10-00-1927; Columbia; W108444; La bella Italia; I Quattro Siciliani
10-00-1927; Columbia; W108445; Sei il secondo; I Quattro Siciliani
10-00-1927; Columbia; W108446; Polka brillante; I Quattro Siciliani
10-00-1927; Columbia; W108447; When thro' life unblest we rove; George O'Brien ; John Oakley
10-00-1927; Columbia; W108448; Kelvin Barry; John Oakley
10-00-1927; Columbia; W108449; The queen of Connemara; John Oakley
10-00-1927; Columbia; W108450; V české hospodině : Polka; Česka Venkovska Kapela
10-00-1927; Columbia; W108451; Má milenka : Sousedská; Česka Venkovska Kapela
10-00-1927; Columbia; W108452; Otchi tchornyja; Anna Shishkina
10-00-1927; Columbia; W108453; Ponaprasno maltchik chodish; Anna Shishkina
10-31-1927; Columbia; W205685; Weinachts Gesang : Christmas song; Arion Male Chorus
10-31-1927; Columbia; W205686; Weinachts Glocken : Christmas song; Arion Male Chorus
10-31-1927; Columbia; W205693; Ovinu malkeinu; Mordechai Hershman
10-31-1927; Columbia; W205698; Toireh iz die beste s'choireh; Mordechai Hershman
10-31-1927; Columbia; W205826; Minuit chrétien; Arthur Michaud
10-31-1927; Okeh; W81587; 6/88 glide; Lonnie Johnson
10-31-1927; Okeh; W81588; Tin Can Alley blues; Lonnie Johnson
10-31-1927; Okeh; W81589; Blood thirsty blues; Victoria Spivey
10-31-1927; Okeh; W81590; Nightmare blues; Victoria Spivey
10-31-1927; Brunswick; E6769-E6770; I like she; Aaron Lebedeff
10-31-1927; Brunswick; E6771-E6773; Petrograd; Aaron Lebedeff
10-31-1927; Brunswick; E6774-E6776; Reisele; Aaron Lebedeff
10-31-1927; Brunswick; E6777-E6778; Hudl and Dudl; Aaron Lebedeff
10-31-1927; Brunswick; E24975-E24977; Pajarillo barranqueño; Los Castilians
10-31-1927; Brunswick; E24978-E24980; Labios rojos; Los Castilians
10-31-1927; Brunswick; E24981-E24983; Mírenme esos ojitos; Pilar Arcos ; Carlos Mejía
10-31-1927; Brunswick; E24984-E24986; Canta la marimba; Pilar Arcos ; Carlos Mejía
10-00-1927; Brunswick; [Br (U.K.) cat 140-a]; (I’m in heaven when I see you smile) Diane; Florence De Yong
10-00-1927; Brunswick; [Br (U.K.) cat 140-b]; Remembrance; Florence De Yong
10-00-1927; Brunswick; [Br (U.K.) cat 133-a]; Parted; Florence De Yong
10-00-1927; Brunswick; [Br (U.K.) cat 133-b]; Serenade; Florence De Yong
10-00-1927; Brunswick; [Br (U.K.) cat 134-a]; Malta; Ord Hamilton ; Kel Keech
10-00-1927; Brunswick; [Br (U.K.) cat 134-b]; Walking on air; Ord Hamilton ; Kel Keech
10-00-1927; Brunswick; [Br (U.K.) cat 135-a]; My heart stood still; Jessie Matthews
10-00-1927; Brunswick; [Br (U.K.) cat 135-b]; Just a memory; Jessie Matthews
10-00-1927; Brunswick; [Br (U.K.) cat 136-a]; You can’t make me feel blue; Ord Hamilton ; Kel Keech
10-00-1927; Brunswick; [Br (U.K.) cat 136-b]; I’m seeking a ladybird; Ord Hamilton ; Kel Keech
10-00-1927; Brunswick; [Br (U.K.) cat 137-a]; There’s one little girl who loves me; Harry Shalson
10-00-1927; Brunswick; [Br (U.K.) cat 137-b]; Marvellous; Harry Shalson
10-00-1927; Brunswick; [Br (U.K.) cat 138-a]; I ain’t got nobody; Fred Elizalde
10-00-1927; Brunswick; R430; Marvelous; Fred Elizalde
10-00-1927; Brunswick; [Br (U.K.) cat 141-a]; Blue heaven; Harry Shalson
10-00-1927; Brunswick; [Br (U.K.) cat 141-b]; There’s a rickety rackety shack; Harry Shalson
10-31-1927; Edison; 11996; Christmas songs for children; Arthur Hall
10-31-1927; Edison; 11997; In jail; Two Dark Knights
10-31-1927; Edison; 11998; Motoring; Two Dark Knights
10-31-1927; Gramophone; BWR1298; Hollywood wedding; Marek Weber Orchestra
10-31-1927; Gramophone; BWR1299; Schönbrunn Park; Marek Weber Orchestra
10-31-1927; Gramophone; CWR1300; Viennese potpourri; Marek Weber Orchestra
10-00-1927; Gennett; 13162; My blue heaven; Jack Pitzer's Hoosier Harmony Kings
10-00-1927; Gennett; 13163; My blue heaven; Harry Shannon Jr. Orchestra
10-00-1927; Gennett; 13164; Everybody loves my girl; Harry Shannon Jr. Orchestra
10-00-1927; Gennett; 13165; 12th Street rag; Harry Shannon Jr. Orchestra
10-00-1927; Gennett; 13166; Are you happy?; Harry Shannon Jr. Orchestra
10-00-1927; Gennett; 13167; Dream kisses; Harry Shannon Jr. Orchestra
10-00-1927; Gennett; 13168; Jasam sirota; Milan G. Pančevac
10-00-1927; Gennett; 13169; Novi djuvegija; Milan G. Pančevac
10-00-1927; Gennett; 13170; Te tvoje carne oci; Milan G. Pančevac
10-00-1927; Gennett; 13171; Napiosi vina; Milan G. Pančevac
10-00-1927; Gennett; 13172; Divino miri lipin cvet; Milan G. Pančevac
10-00-1927; Gennett; 13173; Ej ustaj zeno; Milan G. Pančevac
10-00-1927; Gennett; 13174; Milka vice dade zove amo; Milan G. Pančevac
10-00-1927; Gennett; 13175; Veliko kolo; Milan G. Pančevac
10-00-1927; Gennett; 13176; A zagrebil gradu; Milan G. Pančevac
10-00-1927; Gennett; 13177; Oh ja gledam zoru; Milan G. Pančevac
10-00-1927; Gennett; 13178; Gde si moj golube; Milan G. Pančevac
10-00-1927; Gennett; 13179; Mila mati-reci-meni; Milan G. Pančevac
10-31-1927; Gennett; 13189; Friday night; Emil Seidel Orchestra
10-31-1927; Gennett; 13190; Stardust; Hoagy Carmichael and His Pals
10-31-1927; Gennett; 13191; When baby sleeps; Hoagy Carmichael and Two Other Fellows
00-00-1927; Columbia (U.K.); W20550; O lioylios (Ο λιουλιος); Antōnēs Dalgas (Αντωνης Νταλγκας)
00-00-1927; Columbia (U.K.); W20551; Poia manna echei dyo paidia stī xenīteia (Klέftiko) (Ποια μαννα εχει δυο παιδια στη ξενητεια) (Κλέφτικο); Antōnēs Dalgas (Αντωνης Νταλγκας)
00-00-1927; Columbia (U.K.); W22029; Bahriye çiftetellisi; Turkish instrumental ensemble (unidentified; Columbia Records)
00-00-1927; Columbia (U.K.); W22077; Her yer karanlık; Hafız Burhan
00-00-1927; Columbia (U.K.); W22078; Her yer karanlık; Hafız Burhan
00-00-1927; Columbia (U.K.); W22165; Bir gun oladjak; Hafiz Yaşar
00-00-1927; Columbia (U.K.); W22166; Seuiletme beni; Hafiz Yaşar
00-00-1927; Columbia (U.K.); W22232; Akcham oldou jine; Hafiz Kemal Bey ; Sadettin Kaynak
00-00-1927; Columbia (U.K.); W22233; Gazel niguie gultchini; Hafiz Kemal Bey
00-00-1927; Columbia (U.K.); W22270; Chairlar aklim fikrim; Darülelhan Heyeti
00-00-1927; Columbia (U.K.); W32014; Hedjas saz semaisi; Troupe Festivale 95 Instruments
00-00-1927; Columbia (U.K.); W32015; Chevk efza saz semaisi; Troupe Festivale 95 Instruments
00-00-1927; Columbia (U.K.); W32029; Gazel inleyor kalbi hazan; Hafız Burhan
00-00-1927; Columbia (U.K.); W32030; Gazel eveldje hudaii; Hafız Burhan
00-00-1927; Columbia (U.K.); W32048; Yeni ninni; Hafız Burhan
00-00-1927; Columbia (U.K.); W32049; Gazel mihneti dunja; Hafız Burhan
00-00-1927; Columbia (U.K.); W32054; Gazel assouman aglar; Hafiz Kemal Bey
00-00-1927; Columbia (U.K.); W32059; Gazel schemhiri nigulahin; Hafiz Kemal Bey
10-31-1927; Columbia (U.K.); WB1605; Sinfonia, parte I; Teatro alla Scala Orchestra
10-31-1927; Columbia (U.K.); WB1606; Sinfonia, parte II; Teatro alla Scala Orchestra
10-31-1927; Columbia (U.K.); WB1607; Sinfonia, parte III; Teatro alla Scala Orchestra
00-00-1927; Columbia (U.K.); WF362; Droomen; Boris Lensky Trio
00-00-1927; Columbia (U.K.); WF370; Ik hoor van rijken zegen; Evert Miedema ; Willem Ravelli ; Theodora Versteegh ; Jo Vincent
00-00-1927; Columbia (U.K.); WF371; Psalm 95; Theodora Versteegh ; Jo Vincent
00-00-1927; Columbia (U.K.); WF372; Want alzoo heeft ons de heer bevolen, uit Paulus; Evert Miedema ; Willem Ravelli
00-00-1927; Columbia (U.K.); WF375; Zondagslied; Evert Miedema ; Willem Ravelli ; Theodora Versteegh ; Jo Vincent
00-00-1927; Columbia (U.K.); WF376; Love's garden of roses; Manuello
00-00-1927; Columbia (U.K.); WF377; Monde d'amour; Boris Lensky
00-00-1927; Columbia (U.K.); WF378; Etoile de ma vie; Boris Lensky
00-00-1927; Columbia (U.K.); WF379; Roses of Picardy; Manuello
00-00-1927; Columbia (U.K.); WF382; Waters of the Perkiomen; Boris Lensky
10-31-1927; Columbia (U.K.); WF384; Marcheta; Manuello
00-00-1927; Columbia (U.K.); WF385; Wiener volkslied; Boris Lensky
00-00-1927; Columbia (U.K.); WF386; Seemanns los; Boris Lensky
00-00-1927; Columbia (U.K.); WF388; Les soirs d'erzeroum; Boris Lensky
00-00-1927; Columbia (U.K.); WH1224; Ceasornicul; Orchestra Grigoraș Dinicu
00-00-1927; Columbia (U.K.); WH1227; Hora calu; Orchestra Grigoraș Dinicu
10-31-1927; Columbia (U.K.); WLX133; Fantaisie pour flûte, ire partie; Marcel Moyse ; Georges Truc
10-00-1927; Decca; 2902; He just hung his head and died; Norfolk Jubilee Quartet
10-00-1927; Decca; 2905; Lord, I don't care where they bury my body; Norfolk Jubilee Quartet
11-01-1927; Victor; BVE-39381; For my baby; Jack Smith
11-01-1927; Victor; CVE-40529; Apopse ida ston ipno mou; Agathoklis Mouskas
11-01-1927; Victor; CVE-40530; Yia siko apano antoni mou; Agathoklis Mouskas
11-01-1927; Victor; CVE-40531; Kaïmene thano; Agathoklis Mouskas
11-01-1927; Victor; CVE-40532; Giorgo mou ti timazese?; Agathoklis Mouskas
11-01-1927; Victor; CVE-40533; Mes tin apano gitonia; Agathoklis Mouskas
11-01-1927; Victor; CVE-40534; Tis aspris aspra miazoune; Agathoklis Mouskas
11-01-1927; Victor; BVE-40535; The song is ended (But the melody lingers on); George Olsen and his Music
11-01-1927; Victor; BVE-40679; Old fashioned locket; Johnny Marvin
11-01-1927; Victor; BVE-40680; Kiss and make up; Johnny Marvin ; Ed Smalle
11-01-1927; Victor; BVE-40805; Dancing tambourine; Jesse Crawford
11-01-1927; Victor; BVE-40806; My blue heaven; Jesse Crawford
11-01-1927; Victor; [Trial 1927-11-01-01]; Marvelous; Frankie Marvin
11-01-1927; Victor; [Trial 1927-11-01-02]; My bungalow of dreams; Frankie Marvin ; Johnny Marvin
11-01-1927; Columbia; 144936; The song is ended (But the melody lingers on); Irving Kaufman
11-01-1927; Columbia; 144937; Among my souvenirs; Irving Kaufman
11-01-1927; Columbia; 144938; The hours I spent with you; Irving Kaufman
11-01-1927; Columbia; W144939; Waiting for the rainbow; Ed Lowry
11-01-1927; Columbia; W144940; I can't believe that you're in love with me; Ed Lowry
11-01-1927; Columbia; W144941; Mine, all mine; Ed Lowry
11-01-1927; Columbia; W144942; Cobble-stones; Ed Lowry
11-01-1927; Columbia; W144943; Mama's gone young, Papa's gone old; Ed Lowry
11-01-1927; Columbia; W144944; She don't wanna; Ed Lowry
11-01-1927; Columbia; W145056; Please do not get offended; Fate Norris ; Gid Tanner
11-01-1927; Columbia; W145057; Everyday will be Sunday bye and bye; Fate Norris ; Gid Tanner
11-01-1927; Columbia; W145058; Johnson's old gray mule; Clayton McMichen ; Riley Puckett ; Skillet Lickers ; Gid Tanner
11-01-1927; Columbia; W145059; When you and I were young, Maggie; McMichen's Melody Men
11-01-1927; Columbia; W145060; Silver threads among the gold; McMichen's Melody Men
11-01-1927; Columbia; W145061; Ain't she sweet?; McMichen's Melody Men
11-01-1927; Columbia; W145062; Too tight blues; Peg Leg Howell and his Gang
11-01-1927; Columbia; W145063; Moanin' and groanin' blues; Peg Leg Howell and his Gang
11-01-1927; Columbia; W145064; Hobo blues; Peg Leg Howell and his Gang
11-01-1927; Columbia; W145065; Peg Leg stomp; Peg Leg Howell and his Gang
11-01-1927; Columbia; W145066; Corn licker still in Georgia—Part 1; Bill Brown ; Clayton McMichen ; Bob Nichols ; Fate Norris ; Riley Puckett ; Lowe Stokes ; Gid Tanner
11-01-1927; Columbia; W145067; Corn licker still in Georgia—Part 2; Bill Brown ; Clayton McMichen ; Bob Nichols ; Fate Norris ; Riley Puckett ; Lowe Stokes ; Gid Tanner
11-01-1927; Columbia; W145068; My Blue Ridge Mountain queen; Bob Nichols ; Riley Puckett
11-01-1927; Okeh; W81592; Matysek i malgorzatka; Anna Kickzman
11-01-1927; Okeh; W81593; Dlaczego? Dlatego!; Anna Kickzman
11-01-1927; Okeh; W81594; Tanczyli polke; Władysław Ochrymowicz ; Teodozia Wendyczi
